wat het moet zijn					wat het netwerk geeft					vermenigvuldigd					
1	0	0	0		1	0	0	0		1	0	0	0		116
1	0	0	0		0	0	1	0		0	0	0	0		68
0	1	0	0		1	0	0	0		0	0	0	0		0,586206897
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
0	0	1	0		1	0	0	0		0	0	0	0		
0	0	0	1		0	0	0	1		0	0	0	1		
0	1	0	0		0	1	0	0		0	1	0	0		
0	0	1	0		0	0	0	1		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	0	0	1		0	1	0	0		0	0	0	0		
0	1	0	0		0	1	0	0		0	1	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		0	0	1	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	0	0	1		0	0	1	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	0	0	1		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
0	0	1	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		0	1	0	0		0	1	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		0	0	0	1		0	0	0	0		
0	1	0	0		0	1	0	0		0	1	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		0	1	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		0	1	0	0		0	1	0	0		
1	0	0	0		0	1	0	0		0	0	0	0		
0	1	0	0		0	1	0	0		0	1	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		0	1	0	0		0	1	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		0	1	0	0		0	1	0	0		
0	0	1	0		1	0	0	0		0	0	0	0		
0	0	0	1		0	0	0	1		0	0	0	1		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		0	1	0	0		0	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		0	1	0	0		0	1	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		0	1	0	0		0	1	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	0	1	0		1	0	0	0		0	0	0	0		
0	1	0	0		0	1	0	0		0	1	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	0	0	1		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
0	0	1	0		0	0	1	0		0	0	1	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		0	0	1	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		0	1	0	0		0	1	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		0	0	1	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		0	1	0	0		0	1	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	0	0	1		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		0	1	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		0	0	1	0		0	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		0	1	0	0		0	1	0	0		
0	1	0	0		0	0	0	1		0	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
0	0	0	1		0	0	0	1		0	0	0	1		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		0	1	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	1	0	0		1	0	0	0		0	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
1	0	0	0		1	0	0	0		1	0	0	0		
0	0	1	0		0	0	1	0		0	0	1	0		
0	0	1	0		0	0	1	0		0	0	1	0		
1	0	0	0		1	0	0	0		1	0	0	0		
